-4.00291e-07, 1.60507e-05
-3.99891e-07, -7.18294e-06
-3.99491e-07, -9.64446e-06
-3.99091e-07, 7.16542e-06
-3.98691e-07, 6.68514e-06
-3.98291e-07, -8.80386e-06
-3.97891e-07, -7.60321e-06
-3.97491e-07, 8.90651e-06
-3.97091e-07, 2.84288e-06
-3.96691e-07, 3.38318e-06
-3.96291e-07, 5.3643e-06
-3.95891e-07, 4.52395e-06
-3.95491e-07, 3.68337e-06
-3.95091e-07, -7.24298e-06
-3.94691e-07, -8.20351e-06
-3.94291e-07, 8.18606e-06
-3.93891e-07, 5.42441e-06
-3.93491e-07, -8.5037e-06
-3.93091e-07, 1.7023e-06
-3.92691e-07, 7.88591e-06
-3.92291e-07, 1.22084e-05
-3.91891e-07, -1.0845e-05
-3.91491e-07, -5.98228e-06
-3.91091e-07, 1.24486e-05
-3.90691e-07, 1.1428e-05
-3.90291e-07, -7.24292e-06
-3.89891e-07, -9.16424e-06
-3.89491e-07, 6.38502e-06
-3.89091e-07, 1.01072e-05
-3.88691e-07, 5.01495e-07
-3.88291e-07, -1.23949e-06
-3.87891e-07, 6.62517e-06
-3.87491e-07, -1.29962e-06
-3.87091e-07, -6.82267e-06
-3.86691e-07, -1.11928e-06
-3.86291e-07, -3.88318e-08
-3.85891e-07, -3.16063e-06
-3.85491e-07, -2.80037e-06
-3.85091e-07, -1.41955e-06
-3.84691e-07, 3.98346e-06
-3.84291e-07, 1.39495e-05
-3.83891e-07, -1.97903e-05
-3.83491e-07, -1.16256e-05
-3.83091e-07, 8.5463e-06
-3.82691e-07, -1.0594e-06
-3.82291e-07, -8.14349e-06
-3.81891e-07, -3.04057e-06
-3.81491e-07, -1.53972e-06
-3.81091e-07, -1.89992e-06
-3.80691e-07, 8.12599e-06
-3.80291e-07, -2.44017e-06
-3.79891e-07, 1.28197e-06
-3.79491e-07, -7.18294e-06
-3.79091e-07, -1.14455e-05
-3.78691e-07, -4.78158e-06
-3.78291e-07, 9.02652e-06
-3.77891e-07, 5.18427e-06
-3.77491e-07, -6.10236e-06
-3.77091e-07, 9.81847e-07
-3.76691e-07, 9.8181e-07
-3.76291e-07, 1.41296e-05
-3.75891e-07, -9.52436e-06
-3.75491e-07, -6.28243e-06
-3.75091e-07, 6.21672e-07
-3.74691e-07, 6.7452e-06
-3.74291e-07, -9.28417e-06
-3.73891e-07, -1.09052e-05
-3.73491e-07, 9.80701e-06
-3.73091e-07, 4.76407e-06
-3.72691e-07, 8.24605e-06
-3.72291e-07, -9.39348e-07
-3.71891e-07, 5.5445e-06
-3.71491e-07, -2.20013e-06
-3.71091e-07, -1.18056e-05
-3.70691e-07, -4.36127e-06
-3.70291e-07, 9.81854e-07
-3.69891e-07, 3.50324e-06
-3.69491e-07, -8.80384e-06
-3.69091e-07, -3.46074e-06
-3.68691e-07, 5.66464e-06
-3.68291e-07, 1.39494e-05
-3.67891e-07, -1.41471e-05
-3.67491e-07, -6.46251e-06
-3.67091e-07, 7.22551e-06
-3.66691e-07, 3.4433e-06
-3.66291e-07, -9.99476e-07
-3.65891e-07, -1.11945e-06
-3.65491e-07, 1.10077e-05
-3.65091e-07, 1.15481e-05
-3.64691e-07, 3.02288e-06
-3.64291e-07, -4.59047e-07
-3.63891e-07, 8.06588e-06
-3.63491e-07, 2.90293e-06
-3.63091e-07, -3.76103e-06
-3.62691e-07, 5.78468e-06
-3.62291e-07, 6.86533e-06
-3.61891e-07, 2.48272e-06
-3.61491e-07, -9.16418e-06
-3.61091e-07, -6.99103e-07
-3.60691e-07, 1.6471e-05
-3.60291e-07, 2.71573e-05
-3.59891e-07, -7.96346e-06
-3.59491e-07, -6.34252e-06
-3.59091e-07, 6.20483e-06
-3.58691e-07, 1.10191e-06
-3.58291e-07, -7.90331e-06
-3.57891e-07, -6.76264e-06
-3.57491e-07, -1.2395e-06
-3.57091e-07, -2.13997e-06
-3.56691e-07, 1.40211e-06
-3.56291e-07, -9.39355e-07
-3.55891e-07, 2.06233e-06
-3.55491e-07, -2.78902e-07
-3.55091e-07, -1.64883e-05
-3.54691e-07, -7.0629e-06
-3.54291e-07, -2.78975e-07
-3.53891e-07, -2.18992e-07
-3.53491e-07, -1.13253e-05
-3.53091e-07, -3.1606e-06
-3.52691e-07, 1.01672e-05
-3.52291e-07, 1.50901e-05
-3.51891e-07, -1.00646e-05
-3.51491e-07, -1.04248e-05
-3.51091e-07, 3.98354e-06
-3.50691e-07, 9.6869e-06
-3.50291e-07, -1.29953e-06
-3.49891e-07, -6.40258e-06
-3.49491e-07, 6.92536e-06
-3.49091e-07, 3.86346e-06
-3.48691e-07, -2.38015e-06
-3.48291e-07, -1.71975e-06
-3.47891e-07, 3.80348e-06
-3.47491e-07, -5.79072e-07
-3.47091e-07, -1.32466e-05
-3.46691e-07, -8.32367e-06
-3.46291e-07, 7.04535e-06
-3.45891e-07, 3.44325e-06
-3.45491e-07, -8.92395e-06
-3.45091e-07, 2.7228e-06
-3.44691e-07, 2.96292e-06
-3.44291e-07, 1.18482e-05
-3.43891e-07, -9.40419e-06
-3.43491e-07, -1.29463e-05
-3.43091e-07, 7.82577e-06
-3.42691e-07, 2.78285e-06
-3.42291e-07, -4.78161e-06
-3.41891e-07, 1.41328e-07
-3.41491e-07, 8.5463e-06
-3.41091e-07, 7.10542e-06
-3.40691e-07, 5.18435e-06
-3.40291e-07, -7.78331e-06
-3.39891e-07, 1.01671e-05
-3.39491e-07, 1.0419e-06
-3.39091e-07, -6.40254e-06
-3.38691e-07, -3.88105e-06
-3.38291e-07, -1.05936e-06
-3.37891e-07, -3.52085e-06
-3.37491e-07, -1.41959e-06
-3.37091e-07, 3.92344e-06
-3.36691e-07, 1.15481e-05
-3.36291e-07, 1.96529e-05
-3.35891e-07, -1.04849e-05
-3.35491e-07, -3.28067e-06
-3.35091e-07, 1.497e-05
-3.34691e-07, 1.01072e-05
-3.34291e-07, 1.58218e-06
-3.33891e-07, -9.99426e-07
-3.33491e-07, 7.40556e-06
-3.33091e-07, 9.32665e-06
-3.32691e-07, 4.584e-06
-3.32291e-07, 3.80343e-06
-3.31891e-07, 1.38894e-05
-3.31491e-07, -2.13998e-06
-3.31091e-07, -1.89996e-06
-3.30691e-07, 3.38316e-06
-3.30291e-07, 8.54629e-06
-3.29891e-07, 1.00471e-05
-3.29491e-07, -7.42314e-06
-3.29091e-07, -4.96174e-06
-3.28691e-07, 6.62509e-06
-3.28291e-07, 1.35893e-05
-3.27891e-07, -1.25261e-05
-3.27491e-07, -8.14346e-06
-3.27091e-07, 2.30248e-06
-3.26691e-07, 1.40212e-06
-3.26291e-07, -9.94456e-06
-3.25891e-07, -7.60327e-06
-3.25491e-07, 6.20478e-06
-3.25091e-07, 8.12943e-08
-3.24691e-07, -4.12115e-06
-3.24291e-07, -1.19858e-05
-3.23891e-07, -1.47962e-06
-3.23491e-07, -2.74045e-06
-3.23091e-07, -1.19258e-05
-3.22691e-07, -4.7816e-06
-3.22291e-07, 4.04359e-06
-3.21891e-07, -8.79212e-07
-3.21491e-07, -7.243e-06
-3.21091e-07, 7.41682e-07
-3.20691e-07, 5.54438e-06
-3.20291e-07, 1.1368e-05
-3.19891e-07, -1.4207e-05
-3.19491e-07, -9.8246e-06
-3.19091e-07, 2.96298e-06
-3.18691e-07, -2.92046e-06
-3.18291e-07, -1.05449e-05
-3.17891e-07, -5.32197e-06
-3.17491e-07, 4.04363e-06
-3.17091e-07, 2.36263e-06
-3.16691e-07, 2.18243e-06
-3.16291e-07, -1.95987e-06
-3.15891e-07, 8.18601e-06
-3.15491e-07, -2.86038e-06
-3.15091e-07, -7.54325e-06
-3.14691e-07, -1.48675e-05
-3.14291e-07, -7.84337e-06
-3.13891e-07, -7.78324e-06
-3.13491e-07, -1.50475e-05
-3.13091e-07, -4.90163e-06
-3.12691e-07, 4.40389e-06
-3.12291e-07, 9.38672e-06
-3.11891e-07, -1.25261e-05
-3.11491e-07, -7.06286e-06
-3.11091e-07, 6.26488e-06
-3.10691e-07, 1.64222e-06
-3.10291e-07, -9.04407e-06
-3.09891e-07, -7.30291e-06
-3.09491e-07, 3.20306e-06
-3.09091e-07, 2.90295e-06
-3.08691e-07, -4.1812e-06
-3.08291e-07, -1.01847e-05
-3.07891e-07, 5.78465e-06
-3.07491e-07, -5.14174e-06
-3.07091e-07, -1.21059e-05
-3.06691e-07, 9.81803e-07
-3.06291e-07, 8.01709e-07
-3.05891e-07, 8.13088e-08
-3.05491e-07, -3.40072e-06
-3.05091e-07, -4.36127e-06
-3.04691e-07, 5.61609e-07
-3.04291e-07, 1.35293e-05
-3.03891e-07, -1.50475e-05
-3.03491e-07, -6.16236e-06
-3.03091e-07, 9.86699e-06
-3.02691e-07, -2.26013e-06
-3.02291e-07, -6.40253e-06
-3.01891e-07, -2.07992e-06
-3.01491e-07, 6.81663e-07
-3.01091e-07, -5.32194e-06
-3.00691e-07, -1.95995e-06
-3.00291e-07, -1.16856e-05
-2.99891e-07, -3.40074e-06
-2.99491e-07, 1.34205e-06
-2.99091e-07, -1.17944e-06
-2.98691e-07, -6.88277e-06
-2.98291e-07, 4.40385e-06
-2.97891e-07, 4.46389e-06
-2.97491e-07, -1.69086e-05
-2.97091e-07, -2.56021e-06
-2.96691e-07, 6.68519e-06
-2.96291e-07, 8.54638e-06
-2.95891e-07, -1.09652e-05
-2.95491e-07, -1.32466e-05
-2.95091e-07, 3.50324e-06
-2.94691e-07, 1.02873e-05
-2.94291e-07, -6.64256e-06
-2.93891e-07, -4.48134e-06
-2.93491e-07, 5.7846e-06
-2.93091e-07, -2.68032e-06
-2.92691e-07, -1.11943e-06
-2.92291e-07, -3.34069e-06
-2.91891e-07, -3.38994e-07
-2.91491e-07, -4.54142e-06
-2.91091e-07, -4.48136e-06
-2.90691e-07, -1.53969e-06
-2.90291e-07, 7.34558e-06
-2.89891e-07, -2.68032e-06
-2.89491e-07, -7.72331e-06
-2.89091e-07, -3.8811e-06
-2.88691e-07, 6.20483e-06
-2.88291e-07, 1.14881e-05
-2.87891e-07, -1.84095e-05
-2.87491e-07, -7.24297e-06
